TXNAME,GENEID
XM_016916717,LOC411827
XM_016916718,LOC411827
XM_026445461,LOC102654708
XM_026445462,LOC102654708
XM_006558266,LOC409573
XM_006558265,LOC409573
XM_016916723,LOC409573
XM_393077,LOC409573
XM_006558267,LOC409573
XM_026445388,LOC409573
XM_026445361,LOC100578556
XM_026445362,LOC100578556
XM_016916841,LOC100578556
XM_026445363,LOC100578556
XM_026445364,LOC100578556
XM_026445365,LOC100578556
XM_026445366,LOC100578556
XM_001122465,LOC726745
XM_625111,LOC552736
XM_625105,LOC552730
XM_026445414,LOC412489
XM_395946,LOC412489
XM_016916849,LOC412489
XM_392993,LOC409485
NR_127377,GeneID_104796634
GeneID_104796634_t1,GeneID_104796634
XM_006558283,LOC726601
XM_001122328,LOC726601
XM_006558284,LOC726601
XR_001705758,LOC726601
XM_026445287,LOC726601
XM_026445569,LOC726528
GeneID_107965651_t1,GeneID_107965651
GeneID_107965653_t1,GeneID_107965653
XM_006558291,LOC725811
XM_001120409,LOC725811
XM_026445413,LOC551525
NM_001040224,GeneID_677674
NM_001040223,GeneID_677673
NM_001040208,GeneID_677664
NM_001040205,GeneID_551719
NM_001040207,GeneID_552478
NM_001040227,GeneID_677677
NM_001040209,GeneID_677665
XM_016916804,GeneID_677665
NM_001040206,GeneID_551935
XM_026445311,LOC726435
XR_003306116,LOC113219251
GeneID_107965885_t1,GeneID_107965885
XM_026445684,LOC727228
XM_026445683,LOC727228
XM_026445685,LOC727228
XM_016916864,LOC726887
XM_026445390,LOC726887
XM_016916865,LOC726887
XM_016916863,LOC726887
XM_016916862,LOC726887
XM_026445389,LOC726887
XM_016916861,LOC726887
XM_006559032,LOC726887
XM_016916866,LOC726887
XM_016916603,LOC412203
XM_395665,LOC412203
XM_016916614,LOC409090
XM_026445619,LOC113219280
XM_016916613,LOC413557
XR_003306139,LOC107965883
XM_006559184,LOC413557
XM_006559185,LOC413557
XM_026445620,LOC102654768
XR_001705678,LOC107965599
XR_001705680,LOC107965599
XR_001705677,LOC107965599
XR_001705681,LOC107965599
XR_003306166,LOC107965606
XM_006559180,GeneID_550932
NM_001011603,GeneID_550932
XM_006559182,GeneID_550932
XM_006559183,GeneID_550932
XM_003249411,LOC724366
XM_006559198,LOC551839
XM_624224,LOC551839
XM_395370,LOC411901
XM_026445426,LOC724647
XM_026445427,LOC724647
XM_006559205,LOC410040
XM_026445439,LOC410040
XM_026445438,LOC410040
XR_003306145,LOC410040
XM_001121076,LOC725201
XM_393020,LOC409513
XM_006559943,LOC409513
XM_016916750,LOC552784
XM_026445509,LOC727622
XM_623806,LOC551413
XM_026445681,LOC552028
XM_624409,LOC552028
XM_026445678,LOC552082
XM_006559945,LOC552082
XM_026445677,LOC552082
XM_026445679,LOC552082
XM_624534,LOC552155
XM_006559951,LOC551194
XM_006559950,LOC551194
XM_623589,LOC551194
XM_006559956,LOC550659
XM_006559957,LOC550659
XM_016916884,LOC725379
XM_006559958,LOC725379
XM_001120192,LOC725379
XM_026445421,LOC102656197
XM_026445422,LOC102656197
XM_026445423,LOC102656197
XM_396960,LOC413517
XR_003306168,LOC113219277
XM_006559970,LOC552258
XM_624634,LOC552258
XM_006559971,LOC552258
XM_006559973,LOC552258
XM_006559974,LOC408547
XR_003306125,LOC113219253
XR_003306124,LOC102656508
NR_039496,GeneID_100629107
GeneID_100629107_t1,GeneID_100629107
XM_001121481,LOC725659
XM_003249539,LOC410635
XM_394112,LOC410635
XM_001121593,LOC725786
XM_006560089,LOC408546
XM_006560090,LOC408546
XM_006560091,LOC102653759
XM_624351,LOC551969
XM_006560092,LOC102653832
XM_006560093,LOC102653832
NM_001270826,GeneID_100576341
XR_003306126,LOC113219254
XR_003306177,LOC113219282
XR_003306175,LOC100576173
XR_003306176,LOC100576173
XR_003306174,LOC100576173
XR_001705708,LOC100576173
XM_006560099,LOC551847
XM_006560100,LOC551847
XM_006560101,LOC551847
XM_016916694,LOC551847
XM_016916846,LOC409355
XR_003306157,LOC102654909
XM_026445663,LOC411772
XM_006560638,LOC411772
XM_026445664,LOC411772
XM_026445665,LOC411772
XM_026445666,LOC411772
XM_006560641,LOC408544
XM_016916734,LOC408544
XM_392090,LOC408544
XM_026445521,LOC726228
XM_026445520,LOC726228
XM_026445570,LOC726278
XM_006560644,LOC410630
XM_006560645,LOC410630
XM_006560646,LOC413795
XM_016916576,LOC408543
XM_016916579,LOC408543
XM_016916581,LOC408543
XM_026445348,LOC408543
XM_392089,LOC408543
XR_003306127,LOC408543
XM_016916578,LOC408543
XM_006560654,LOC408543
XM_006560656,LOC726436
XM_006560659,LOC726436
XM_006560657,LOC726436
XM_006560658,LOC726436
XM_392953,LOC409440
XM_026445309,LOC409440
XM_001122241,LOC726509
XM_625120,LOC552745
XM_006560674,LOC552745
XM_006560673,LOC552745
XM_006560675,LOC411730
XM_623831,LOC551438
XM_006560676,LOC726728
XM_006560684,LOC551551
XM_016916653,LOC551551
XM_026445295,LOC552109
XM_026445294,LOC552109
XM_016916769,LOC552109
XR_003306106,LOC107965626
XM_006560685,LOC411720
XM_006560686,LOC411720
XM_016916766,LOC411720
XM_624109,LOC551721
XM_006560691,LOC552452
XM_006560690,LOC552452
XM_026445358,LOC113219257
XM_026445357,LOC100576221
XR_003306129,LOC100576221
XM_006560696,LOC100578561
XM_003249671,LOC100578592
XM_006560697,LOC100576262
XM_393237,LOC409740
XM_006560700,LOC413034
XM_006560702,LOC413034
XM_396485,LOC413034
XM_006560701,LOC413034
XM_001120581,LOC724690
XM_026445621,LOC724806
XR_003306141,LOC113219262
XR_003306140,LOC102654505
XM_016916879,LOC724916
XM_026445622,LOC725005
XM_026445386,LOC412775
XM_026445385,LOC107965557
XM_016916482,LOC107965557
XM_026445539,LOC100576592
XM_026445538,LOC100576592
XM_026445360,LOC100576625
XM_625064,LOC552690
XM_392088,LOC408542
XM_006560984,LOC408542
XM_392087,LOC408541
NM_001178023,GeneID_408540
NM_001178024,GeneID_408540
XM_006560985,LOC552641
XM_006560987,LOC102655457
XM_006560988,LOC102655520
XM_006560991,LOC102655520
XM_006560989,LOC102655520
XM_006560990,LOC102655520
XM_001121449,LOC725622
XM_001121482,LOC725660
XM_026445411,LOC725660
XM_006560993,LOC102655709
XM_001121541,LOC725729
XM_016916685,LOC552558
XM_016916686,LOC107965608
XM_026445693,LOC107965608
XM_001121625,LOC725823
XM_026445623,LOC100576740
XM_006560996,LOC725988
XM_006560994,LOC102655899
XM_392084,LOC408538
XM_001121861,LOC726094
XM_006561001,LOC102656231
XM_026445624,LOC726125
XR_003306195,LOC100577654
XM_001121915,LOC726155
XM_001121942,LOC726185
XM_001121961,LOC726206
XM_001121985,LOC726229
XR_003306131,LOC102656509
XR_408967,LOC102656563
XR_003306119,LOC107965582
XR_003306118,LOC107965582
XM_001122075,LOC726331
XM_026445339,LOC410624
XM_394101,LOC410624
XM_026445338,LOC410624
XM_016916542,LOC410624
XM_006561010,LOC410624
XM_026445340,LOC410624
XM_006561012,LOC410624
XM_394099,LOC410622
XM_624503,LOC552123
XR_001705692,LOC411569
XM_026445540,LOC411569
XM_006561019,LOC411569
XM_006561018,LOC411569
XM_006561022,LOC552018
XM_016916650,LOC412163
XR_001705693,LOC412163
XM_006561020,LOC102654517
XM_026445541,LOC113219273
XM_624350,LOC551968
XM_026445443,LOC409269
XM_026445442,LOC409269
XM_624246,LOC551861
XM_006561034,LOC411694
XM_395162,LOC411694
XM_623157,LOC550767
XM_001119829,LOC724113
XM_003249736,LOC551824
XM_016916689,LOC551824
XM_006561036,LOC551769
NM_001160072,LOC410620
XM_006561045,LOC100576418
XM_006561044,LOC102655810
XM_016916820,LOC107965630
XM_016916822,LOC102655762
XR_001705769,LOC107965631
NM_001011562,GeneID_406065
XM_006562597,GeneID_406065
XM_006562598,GeneID_406065
XR_001705645,LOC107965567
XM_001120999,LOC725114
XM_006563352,LOC100577777
XM_006563355,LOC100577777
XR_003306156,LOC107965564
XM_016916508,LOC107965564
XR_001705638,LOC102653594
XM_006563359,LOC725380
XM_392078,LOC408532
GeneID_107965654_t1,GeneID_107965654
GeneID_107965655_t1,GeneID_107965655
GeneID_107965641_t1,GeneID_107965641
GeneID_107965642_t1,GeneID_107965642
GeneID_107965643_t1,GeneID_107965643
XM_003250223,LOC100577112
XM_006563368,LOC725468
XM_016916642,LOC102653956
XM_016916641,LOC725468
XM_006563373,LOC411727
XM_026445455,LOC113219264
XM_006563370,LOC725623
XM_026445453,LOC725623
XM_395193,LOC411725
XM_006563379,LOC725755
XM_006563380,LOC551489
XM_623884,LOC551489
XM_006563381,LOC551517
XM_623912,LOC551517
XM_006563382,LOC413636
XM_397078,LOC413636
XM_006563383,LOC413636
XM_006563384,LOC552850
XM_006563386,LOC552850
XM_006563385,LOC552850
XM_625226,LOC552850
XM_016916565,LOC409667
XM_393165,LOC409667
XM_026445580,LOC725890
XM_026445581,LOC725890
XM_026445582,LOC725890
XM_026445583,LOC725890
XM_026445584,LOC725890
XM_026445585,LOC725890
XM_026445587,LOC725890
XM_016916487,LOC102655879
XM_026445586,LOC725890
XM_026445579,LOC100576855
XM_026445578,LOC100576855
XR_409688,LOC102655893
XR_409687,LOC102655865
XM_006563417,LOC409664
XM_393162,LOC409664
XM_001121838,LOC726068
XM_001121862,LOC726095
XR_409692,LOC102656440
XM_625223,LOC552847
XM_394094,LOC410616
XM_006563422,LOC410616
XM_006563421,LOC410616
XM_006563425,LOC102656905
XM_394092,LOC410614
XM_006563428,LOC410613
XM_006563429,LOC410613
XM_016916465,GeneID_677675
NM_001040225,GeneID_677675
XM_026445626,LOC113218531
XM_026445259,GeneID_406070
XM_026445257,GeneID_406070
XM_026445258,GeneID_406070
NM_001011567,GeneID_406070
XM_006563432,LOC726458
GeneID_107965644_t1,GeneID_107965644
XM_006563431,LOC102653894
XM_016916595,LOC408528
XR_001705674,LOC408528
XM_006563434,LOC408528
XM_026445399,LOC408526
XM_392070,LOC408525
XM_026445397,LOC410609
XM_026445398,LOC410609
XM_006563445,LOC726650
XM_016916599,LOC726698
XM_003250211,LOC100576273
XM_001122452,LOC726731
XR_001705788,LOC107965637
GeneID_107965645_t1,GeneID_107965645
XM_003250213,LOC100576411
NR_039498,GeneID_100629031
GeneID_100629031_t1,GeneID_100629031
XM_016916551,LOC100577783
XM_016916550,LOC100577783
XM_006563468,LOC100577783
XM_006563469,LOC100577783
XM_026445319,LOC100577783
XM_006563473,LOC726854
XM_006563471,LOC552839
XM_006563470,LOC102655798
XM_026445688,LOC410604
XM_026445689,LOC410604
XM_026445690,LOC410604
XM_394082,LOC410604
XM_006563479,LOC410604
XM_026445687,LOC410604
XM_016916740,LOC410604
XM_016916742,LOC410604
XM_016916741,LOC410604
XM_392068,LOC408523
XM_026445571,LOC408523
XM_026445627,LOC726905
XM_001121061,LOC726978
XM_016916512,LOC552836
XM_625212,LOC552836
XM_394080,LOC410602
XM_392065,LOC408520
XM_016916511,LOC410600
XM_006563493,LOC410600
XM_006563491,LOC100577394
XM_006563492,LOC100577394
XM_016916795,LOC724251
XM_016916793,LOC724251
XM_016916790,LOC724251
XM_016916794,LOC724251
XM_016916791,LOC724251
XM_016916796,LOC724251
XM_625193,LOC552818
XM_016916534,LOC552818
XM_006563498,LOC724160
XM_016916539,LOC724160
XM_001119915,LOC724160
XM_006563321,GeneID_406111
NM_001011595,GeneID_406111
XM_026445263,GeneID_406111
XM_026445262,GeneID_406111
XM_393612,LOC410129
XM_003250229,LOC412478
XM_006563506,LOC413959
NM_001011639,GeneID_413961
XM_397399,LOC413963
XM_006563508,LOC413963
XM_623433,LOC413964
XM_006563509,LOC413964
XM_026445639,LOC413964
NR_039499,GeneID_100629032
GeneID_100629032_t1,GeneID_100629032
NR_034297,GeneID_100315670
GeneID_100315670_t1,GeneID_100315670
XM_026445530,LOC113219269
XM_006563512,LOC102654925
XM_001121000,LOC725115
XM_006563515,LOC725115
XM_006563516,LOC725115
XM_006563514,LOC725115
XM_016916810,LOC725115
XM_006563518,LOC725115
XM_026445344,LOC725115
XM_016916809,LOC725115
XR_003306148,LOC408519
XM_016916800,LOC408519
XM_026445470,LOC408519
XR_003306149,LOC408519
XR_003306150,LOC408519
XR_003306151,LOC408519
XM_016916710,LOC100578286
XM_016916707,LOC100578286
XM_016916709,LOC100578286
XM_016916708,LOC100578286
XM_016916459,GeneID_552785
XM_006563334,GeneID_552785
XM_006563335,GeneID_552785
XM_026445272,GeneID_552785
XM_026445275,GeneID_552785
XM_006563341,GeneID_552785
XM_006563340,GeneID_552785
XM_006563342,GeneID_552785
XM_006563343,GeneID_552785
XM_006563344,GeneID_552785
XM_016916460,GeneID_552785
XM_006563345,GeneID_552785
XM_006563346,GeneID_552785
XM_006563347,GeneID_552785
XM_026445277,GeneID_552785
XM_006563348,GeneID_552785
XM_006563349,GeneID_552785
XM_006563350,GeneID_552785
XM_006563337,GeneID_552785
XM_006563338,GeneID_552785
XM_026445273,GeneID_552785
NM_001077816,GeneID_552785
NM_001143878,GeneID_552785
NM_001143879,GeneID_552785
NM_001143880,GeneID_552785
XM_026445278,GeneID_552785
XM_016916461,GeneID_552785
XM_006563351,GeneID_552785
XR_001705724,LOC107965616
XM_394069,LOC410591
XM_006563724,LOC102656263
XM_006563532,LOC102655673
XM_016916519,LOC725812
NR_034300,GeneID_100315672
GeneID_100315672_t1,GeneID_100315672
NR_127320,GeneID_104797444
GeneID_104797444_t1,GeneID_104797444
XM_026445300,LOC113218580
XM_026445299,LOC113218580
XM_026445301,LOC409502
XM_016916528,LOC107965577
XM_016916525,LOC725824
XM_016916523,LOC410582
XM_394061,LOC410583
XM_006563549,LOC410585
XM_006563550,LOC410585
XR_001705654,LOC107965578
XM_006563546,LOC102656552
XM_026445303,LOC102656552
XM_006563553,LOC552633
XM_016916529,LOC552633
XM_625007,LOC552633
XM_026445305,LOC726069
XM_016916532,LOC726069
XM_026445306,LOC726069
XM_006563555,LOC726069
XM_026445307,LOC726069
XM_394067,LOC410589
XM_016916583,LOC410589
XM_026445558,LOC410589
XR_001705670,LOC107965593
XM_026445556,LOC726250
XM_026445557,LOC726250
NM_001011572,GeneID_406078
XM_016916592,LOC102653771
XM_006563559,LOC100576330
XM_001122096,LOC726353
XM_006563557,LOC726353
XM_006563558,LOC726353
XM_003250238,LOC100576432
XM_016916584,LOC100576432
XM_624784,LOC552410
XM_026445564,LOC410595
GeneID_107965646_t1,GeneID_107965646
XM_006563576,LOC726476
XM_016916698,LOC726476
XM_016916699,LOC726476
XM_006563573,LOC726476
XM_026445562,LOC726476
XM_006563577,LOC726476
XM_006563574,LOC726476
XM_006563575,LOC726476
XR_001705759,LOC107965624
XM_001122341,LOC726616
NM_001270832,GeneID_726691
NM_001270833,GeneID_726691
XM_016916679,LOC726651
XM_396338,LOC412886
XM_393211,LOC409712
XM_003250245,LOC100577320
XM_016916677,LOC100577320
XM_026445391,LOC100577320
XM_026445392,LOC100577320
XM_393112,LOC409609
XM_393113,LOC409610
XM_016916736,LOC412789
XM_006563605,LOC412789
XM_026445394,LOC412789
XM_026445395,LOC412789
XM_026445393,LOC412791
XM_026445341,LOC551945
XR_001705741,LOC102656786
XR_409721,LOC102656745
XR_003306192,LOC102656682
XR_003306193,LOC102656682
XM_003250247,LOC100577551
XM_003250248,LOC100577551
XM_006563618,LOC100577551
XM_026445510,LOC102653663
XM_003250283,LOC100576150
XM_001122615,LOC726898
XM_026445546,LOC100577912
XM_026445547,LOC100577912
XM_026445548,LOC100577912
XM_006563639,LOC409613
XM_006563638,LOC409613
XM_006563637,LOC409613
XM_006563640,LOC409613
XM_006563644,LOC102654737
XM_026445631,LOC102656554
XM_026445347,LOC102655058
XM_006563648,LOC102655058
XM_006563647,LOC409681
XM_393179,LOC409681
XR_409741,LOC102655621
XR_003306159,LOC113219270
XR_409738,LOC102655522
XR_409736,LOC102655522
XR_409737,LOC102655522
XR_409733,LOC102655477
XM_392051,LOC408508
XM_006563661,LOC408508
XR_003306170,LOC113219279
XM_003250257,LOC410580
XM_006563662,LOC410580
XM_006563663,LOC410580
XM_006563665,LOC410580
XM_394058,LOC410580
XM_026445649,LOC551328
XM_026445652,LOC551328
XM_026445651,LOC551328
XM_026445650,LOC551328
XM_026445653,LOC410578
XM_026445654,LOC410578
XM_006563666,LOC410578
XM_394056,LOC410578
NM_001178028,GeneID_409490
XM_026445268,GeneID_409490
XM_026445267,GeneID_409490
XM_006563331,GeneID_409490
LOC102656383_df_pt,LOC102656383
XM_623477,LOC551078
XM_003250259,LOC413078
XM_006563673,LOC413078
XM_006563675,LOC413078
XM_006563676,LOC413078
XM_026445528,LOC413078
XM_006563672,LOC413078
XM_006563674,LOC413078
XM_026445460,LOC551902
XM_026445459,LOC551902
XM_026445512,LOC552634
XM_026445511,LOC552634
XM_006563677,LOC412231
XM_006563678,LOC412231
XM_623494,LOC412231
XM_006563682,LOC409377
XM_395667,LOC412205
XM_026445336,LOC412205
XM_006563685,LOC410575
XM_003250262,LOC100576194
XR_001705776,LOC102654248
XR_001705774,LOC102654248
XR_001705777,LOC102654248
XM_001120215,LOC724380
XM_001120329,LOC724467
XM_001120493,LOC724596
XM_006563702,LOC412830
XM_006563697,LOC412830
XM_006563696,LOC412830
XM_396282,LOC412830
XM_006563699,LOC412830
XM_026445449,LOC102655126
XM_026445447,LOC102655126
XM_026445448,LOC102655126
XR_003306146,LOC102655126
XM_026445450,LOC102655126
XM_026445444,LOC551908
XM_026445445,LOC551908
XM_026445446,LOC551908
XM_624613,LOC552237
XM_026445575,LOC411646
XM_026445576,LOC411646
XM_026445573,LOC411646
XM_026445577,LOC411646
XM_026445574,LOC411646
XR_003306196,LOC113219289
XM_006563714,LOC552312
XM_624687,LOC552312
XM_026445330,LOC113219252
XM_026445329,LOC113219252
XM_624494,LOC552114
XM_001120817,LOC724917
XM_026445412,LOC727429
XM_395566,LOC412100
XR_003306152,LOC102653951
XM_026445473,LOC102653951
XM_026445494,LOC411463
XM_026445495,LOC411463
XM_026445493,LOC411463
XM_026445492,LOC411463
XR_003306153,LOC411463
XM_026445496,LOC411463
XM_026445532,LOC100576614
XM_026445531,LOC100576614
XM_026445533,LOC100576614
XM_026445534,LOC100576614
XM_001120689,LOC724789
XM_006557936,LOC724789
XM_006557937,LOC724789
XM_016916574,LOC724789
XM_026445672,LOC724865
XM_026445673,LOC724865
XM_026445676,LOC107965788
XM_016917359,LOC107965788
XM_026445671,LOC100576799
XM_026445283,GeneID_724047
XM_026445281,GeneID_724047
XM_026445282,GeneID_724047
XM_026445284,GeneID_724047
NM_001042458,GeneID_724047
XM_026445285,GeneID_724047
XR_003306154,LOC107965614
XM_006557589,LOC725987
XM_006557587,LOC408504
XM_006557588,LOC408504
XM_392047,LOC408504
XM_016916681,LOC408504
XM_006557584,LOC551005
XM_006557585,LOC551005
XM_006557582,LOC551005
XM_006557583,LOC551005
XM_026445515,LOC726067
XM_026445516,LOC726067
XM_392709,LOC409185
XM_006557591,LOC409185
XM_026445517,LOC409185
XM_016916837,LOC409185
XM_026445401,LOC411746
XM_006558237,LOC726277
XM_003249206,LOC726277
XM_006558245,LOC409200
XM_026445314,LOC409200
XM_016916807,LOC409200
XM_006558241,LOC409200
XM_016916808,LOC409200
XM_006558244,LOC409200
XM_006558243,LOC409200
XM_026445315,LOC409200
XM_026445316,LOC409200
XM_006558242,LOC409200
XM_006558246,LOC409200
XM_001121683,LOC725889
XR_407797,LOC102656039
XM_026445648,LOC552553
XM_016916868,LOC100578260
XM_006558263,LOC100578260
XM_016916720,LOC411958
XM_026445380,LOC411958
XM_395425,LOC411958
XM_026445381,LOC411958
XM_016916721,LOC411958
XM_026445367,LOC726792
XM_026445526,LOC113219268
XM_026445527,LOC113219268
XM_026445529,LOC552750
XM_026445519,LOC100577836
XM_016916850,LOC409508
XM_016916851,LOC409508
XM_006558276,LOC409508
XM_003249211,LOC100578725
NR_039494,GeneID_100629082
GeneID_100629082_t1,GeneID_100629082
NR_039493,GeneID_100629106
GeneID_100629106_t1,GeneID_100629106
NR_039492,GeneID_100629028
GeneID_100629028_t1,GeneID_100629028
NR_039491,GeneID_100629071
GeneID_100629071_t1,GeneID_100629071
NR_039490,GeneID_100629027
GeneID_100629027_t1,GeneID_100629027
XM_001122354,LOC726631
XM_026445289,LOC412430
XM_016916763,LOC412430
XM_026445290,LOC412430
XM_006558279,LOC412430
XM_026445291,LOC100578894
XM_016916883,LOC726566
XM_026445518,LOC726566
GeneID_107965647_t1,GeneID_107965647
XM_003249201,LOC100577418
XM_006558292,LOC551984
XR_003306115,LOC551984
XM_624367,LOC551984
XM_001120353,LOC725717
XM_006558293,LOC413200
XM_026445317,LOC413200
XM_026445318,LOC413200
XR_001705651,LOC107965573
XM_026445551,LOC409835
XM_393326,LOC409835
XM_001122933,LOC727223
XM_006559029,LOC727223
XM_006559030,LOC727223
XM_016916759,LOC727223
XR_408163,LOC727223
XR_001705757,LOC727223
XM_016916761,LOC727223
XR_001705755,LOC727223
XR_001705756,LOC727223
XM_026445406,LOC726853
XM_026445403,LOC726853
XM_026445404,LOC726853
XM_026445405,LOC726853
XM_026445407,LOC726853
XM_006559040,LOC726853
XM_016916610,LOC726853
XM_006559043,LOC726853
XM_016916609,LOC726853
XM_016916608,LOC726853
XM_026445402,LOC726853
XR_001705676,LOC102654464
XM_026445408,LOC552757
XM_001119855,LOC724123
XM_006559189,LOC724123
XM_006559190,LOC724123
XM_006559188,LOC724186
XM_006559187,LOC410151
XM_393635,LOC410151
XR_003306167,LOC113219276
XM_006559196,LOC724207
XM_006559197,LOC724207
XM_016916669,LOC724207
XM_016916668,LOC724207
XM_016916667,LOC724207
XM_006559195,LOC724207
XM_006559193,LOC724207
XM_006559194,LOC724207
XM_026445568,LOC724207
XM_026445419,LOC724249
XM_016916848,LOC414008
XM_026445420,LOC414008
XM_006559200,LOC414008
XM_395371,LOC411902
XM_006559202,LOC409918
XM_393409,LOC409918
XM_026445499,LOC102655670
XM_026445500,LOC102655670
XM_624340,LOC551958
XM_625271,LOC552006
XM_026445424,LOC724732
XM_026445425,LOC724732
NM_001011620,LOC406147
XM_026445264,LOC406147
XM_016916626,LOC409137
XM_026445430,LOC409137
XM_026445433,LOC409137
XM_026445431,LOC409137
XM_026445432,LOC409137
XM_026445434,LOC409137
XM_026445429,LOC409137
XM_026445428,LOC409137
XM_026445435,LOC409137
XM_026445436,LOC409137
XM_016916624,LOC409137
XM_016916628,LOC552795
XM_016916629,LOC552795
XM_016916630,LOC552795
XM_016916631,LOC552795
XM_016916632,LOC552795
XM_016916633,LOC552795
XM_016916634,LOC552795
XM_026445331,LOC100577640
XM_026445332,LOC552479
XM_026445333,LOC552479
XM_026445334,LOC552479
XM_026445335,LOC552479
XM_006559944,LOC100577797
XM_395366,LOC411897
XM_006559946,LOC411897
XM_006559947,LOC411897
XM_624432,LOC552053
XM_395210,LOC411742
NM_001242518,LOC100578262
XM_026445256,LOC100578262
XM_026445252,LOC100578262
XM_026445253,LOC100578262
XM_026445254,LOC100578262
XM_026445255,LOC100578262
XM_006559948,LOC409447
XM_026445409,LOC409447
XM_026445468,LOC551237
XM_026445522,LOC100577909
XM_026445523,LOC100577909
XM_026445524,LOC100577909
NM_001168336,GeneID_409948
XM_003249545,LOC100578560
XM_016916622,LOC725394
XM_396958,LOC413515
XM_006559966,LOC413515
XM_016916621,LOC725503
XM_016916617,LOC725503
XM_016916618,LOC725503
XM_016916620,LOC725503
XM_006559960,LOC725503
XM_016916619,LOC725503
XM_006559963,LOC725503
XM_006559961,LOC725503
XM_006559968,LOC725584
XM_006559975,LOC408548
XM_006559977,LOC408548
XM_006559979,LOC408548
XM_006559976,LOC408548
XM_006559978,LOC408548
XM_006559980,LOC408548
XM_392094,LOC408548
XM_026445410,LOC410633
XM_624478,LOC552099
XM_624450,LOC552072
NM_001011565,GeneID_406068
XM_016916690,LOC413755
XM_016916692,LOC413755
XM_016916691,LOC413755
XM_006560096,LOC413755
XM_006560098,LOC551825
XM_624210,LOC551825
XM_016916871,LOC551213
XM_006560637,LOC551213
XM_006560635,LOC727591
XM_394109,LOC410632
XR_001705752,LOC410632
XR_408793,LOC102655028
XR_001705762,LOC102655195
XM_001122074,LOC726330
XR_001705761,LOC726330
XM_003249680,LOC726543
XR_003306128,LOC113219255
XR_001705668,LOC100577088
XM_026445308,LOC726416
XM_026445310,LOC411849
XM_006560662,LOC726494
XM_026445378,LOC551770
XM_026445377,LOC551770
XM_026445374,LOC551770
XM_026445370,LOC551770
XM_026445369,LOC551770
XM_026445375,LOC551770
XM_026445376,LOC551770
XM_026445371,LOC551770
XM_026445372,LOC551770
XM_026445368,LOC551770
XM_001122441,LOC726718
XM_016916652,LOC726706
XM_003249685,LOC726706
XM_001122387,LOC726666
XM_026445297,LOC113219250
XM_392704,LOC409179
XM_026445292,LOC409180
XM_016916765,LOC409180
XM_006560688,LOC102653965
XM_026445640,LOC100576159
XM_392893,LOC409378
XM_016916654,LOC724208
XM_001120043,LOC724250
XM_026445641,LOC724295
XM_026445354,LOC413032
XM_026445355,LOC413032
XM_026445356,LOC413032
XM_016916656,LOC413032
XM_006560695,LOC413032
XR_001705699,LOC102654646
XR_003306130,LOC102654646
XM_026445655,LOC113218516
XR_003306190,LOC107965618
XR_003306186,LOC102655145
XR_003306188,LOC102655145
XR_003306184,LOC102655145
XR_003306185,LOC102655145
XR_003306189,LOC102655145
XR_003306187,LOC102655145
XR_003306191,LOC113219287
XM_625156,LOC552781
XM_006560705,LOC413036
XM_006560703,LOC413036
XM_006560704,LOC413036
XM_006560974,LOC724847
XM_001120751,LOC724847
XM_006560975,LOC724847
XM_006560976,LOC724847
XM_016916854,LOC412774
XM_396227,LOC412774
XM_006560978,LOC412774
XM_393106,LOC409603
XR_408958,LOC409603
XR_408959,LOC409603
XM_016916828,LOC725248
XM_026445350,LOC725248
XM_026445351,LOC725248
XM_026445352,LOC725248
XM_026445353,LOC725248
XM_016916870,LOC100577122
XM_003249744,LOC100577122
XM_006560982,LOC100577122
XM_016916887,LOC102656029
XM_006560986,LOC725504
XM_392085,LOC408539
XR_003306142,LOC102654656
XR_003306143,LOC102654656
XM_016916687,LOC100577464
XM_006560997,LOC100577464
XM_006560995,LOC100577544
XM_016916688,LOC100577544
XR_003306194,LOC113219288
XM_006561051,LOC102656143
XM_026445337,LOC410627
XM_006561008,LOC410627
XM_016916549,LOC410626
XR_003306120,LOC107965583
XM_006561003,LOC552257
XM_006561004,LOC552257
XM_624633,LOC552257
XM_001122154,LOC726417
XM_001122189,LOC726457
XM_006561009,LOC726457
XM_016916543,LOC410623
XM_006561015,LOC410623
XM_016916545,LOC410623
XM_026445342,LOC410623
XM_006561013,LOC410623
XM_006561014,LOC410623
XM_016916547,LOC410623
XM_006561016,LOC102654261
XM_396009,LOC412554
XR_408976,LOC102654477
XM_026445542,LOC411570
XM_006561026,LOC411570
XM_006561027,LOC411570
XM_006561024,LOC411570
XR_001705696,LOC107965604
XM_026445440,LOC551946
XM_026445441,LOC551946
XM_006561030,LOC551946
XM_392789,LOC409270
XM_006561032,LOC409270
XM_016916816,LOC409270
GeneID_107965649_t1,GeneID_107965649
XM_392684,LOC409160
GeneID_107965650_t1,GeneID_107965650
XM_006561035,LOC102655306
XM_001120100,LOC724296
XM_006561037,LOC724296
LOC107965560_df_pt,LOC107965560
XM_006561038,LOC409674
XM_016916674,LOC409674
XM_393172,LOC409674
XM_006561040,LOC410621
XM_006561041,LOC410621
XM_006561043,LOC410621
XM_394098,LOC410621
XM_026445625,LOC724421
XM_001120328,LOC724466
XM_026445552,LOC724466
XM_026445553,LOC724466
XM_026445554,LOC724466
XM_026445555,LOC724466
XM_016916818,LOC408536
XM_006561046,LOC408536
XM_392082,LOC408536
